# Illarion Server
# 
# This program is free software: you can redistribute it and/or modify it under
# the terms of the GNU Affero General Public License as published by the Free
# Software Foundation, either version 3 of the License, or (at your option) any
# later version.
# 
# This program is distributed in the hope that it will be useful, but WITHOUT
# ANY WARRANTY; without even the implied warranty of MERCHANTABILITY or FITNESS
# FOR A PARTICULAR PURPOSE.  See the GNU Affero General Public License for more
# details.
# 
# You should have received a copy of the GNU Affero General Public License along
# with this program.  If not, see <http://www.gnu.org/licenses/>.
V: 2
L: 3
X: 942
Y: 752
W: 14
H: 18
0;0;0;4
1;0;0;4
2;0;34;4
3;0;40;4
4;0;40;4
5;0;40;4
6;0;40;4
7;0;40;4
8;0;40;4
9;0;0;4
10;0;0;4
11;0;0;4
12;0;0;4
13;0;0;4
0;1;0;4
1;1;34;4
2;1;40;4
3;1;40;4
4;1;40;4
5;1;40;4
6;1;40;4
7;1;40;4
8;1;40;4
9;1;40;4
10;1;0;4
11;1;0;4
12;1;0;4
13;1;0;4
0;2;34;4
1;2;40;4
2;2;40;4
3;2;40;4
4;2;40;4
5;2;40;4
6;2;40;4
7;2;40;4
8;2;40;4
9;2;40;4
10;2;40;4
11;2;0;4
12;2;0;4
13;2;0;4
0;3;40;4
1;3;40;4
2;3;40;4
3;3;40;4
4;3;40;4
5;3;40;4
6;3;40;4
7;3;40;4
8;3;40;4
9;3;40;4
10;3;40;4
11;3;0;4
12;3;0;4
13;3;0;4
0;4;40;4
1;4;40;4
2;4;40;4
3;4;40;4
4;4;40;4
5;4;40;4
6;4;40;4
7;4;40;4
8;4;40;4
9;4;40;4
10;4;40;4
11;4;0;4
12;4;0;4
13;4;0;4
0;5;40;4
1;5;40;4
2;5;40;4
3;5;40;4
4;5;40;4
5;5;40;4
6;5;40;4
7;5;40;4
8;5;40;4
9;5;40;4
10;5;40;4
11;5;0;4
12;5;0;4
13;5;0;4
0;6;40;4
1;6;40;4
2;6;40;4
3;6;40;4
4;6;40;4
5;6;40;4
6;6;40;4
7;6;40;4
8;6;40;4
9;6;40;4
10;6;40;4
11;6;40;4
12;6;0;4
13;6;0;4
0;7;40;4
1;7;40;4
2;7;40;4
3;7;40;4
4;7;40;4
5;7;40;4
6;7;40;4
7;7;40;4
8;7;40;4
9;7;40;4
10;7;40;4
11;7;40;4
12;7;40;4
13;7;0;4
0;8;40;4
1;8;40;4
2;8;40;4
3;8;40;4
4;8;40;4
5;8;40;4
6;8;40;4
7;8;40;4
8;8;40;4
9;8;40;4
10;8;40;4
11;8;40;4
12;8;40;4
13;8;40;4
0;9;40;4
1;9;40;4
2;9;40;4
3;9;40;4
4;9;40;4
5;9;40;4
6;9;40;4
7;9;40;4
8;9;40;4
9;9;40;4
10;9;40;4
11;9;40;4
12;9;40;4
13;9;40;4
0;10;40;4
1;10;40;4
2;10;40;4
3;10;40;4
4;10;40;4
5;10;40;4
6;10;40;4
7;10;40;4
8;10;40;4
9;10;40;4
10;10;40;4
11;10;40;4
12;10;40;4
13;10;40;4
0;11;40;4
1;11;40;4
2;11;40;4
3;11;40;4
4;11;40;4
5;11;40;4
6;11;40;4
7;11;40;4
8;11;40;4
9;11;40;4
10;11;40;4
11;11;40;4
12;11;40;4
13;11;40;4
0;12;40;4
1;12;40;4
2;12;40;4
3;12;40;4
4;12;40;4
5;12;40;4
6;12;40;4
7;12;40;4
8;12;40;4
9;12;40;4
10;12;40;4
11;12;40;4
12;12;40;4
13;12;40;4
0;13;40;4
1;13;40;4
2;13;40;4
3;13;40;4
4;13;40;4
5;13;40;4
6;13;40;4
7;13;40;4
8;13;40;4
9;13;40;4
10;13;40;4
11;13;40;4
12;13;40;4
13;13;40;4
0;14;40;4
1;14;40;4
2;14;40;4
3;14;40;4
4;14;40;4
5;14;40;4
6;14;40;4
7;14;40;4
8;14;40;4
9;14;40;4
10;14;40;4
11;14;40;4
12;14;40;4
13;14;34;4
0;15;40;4
1;15;40;4
2;15;40;4
3;15;40;4
4;15;40;4
5;15;40;4
6;15;40;4
7;15;40;4
8;15;40;4
9;15;40;4
10;15;40;4
11;15;40;4
12;15;34;4
13;15;0;4
0;16;40;4
1;16;40;4
2;16;40;4
3;16;40;4
4;16;40;4
5;16;40;4
6;16;40;4
7;16;40;4
8;16;40;4
9;16;40;4
10;16;40;4
11;16;34;4
12;16;0;4
13;16;0;4
0;17;34;4
1;17;40;4
2;17;40;4
3;17;40;4
4;17;40;4
5;17;40;4
6;17;40;4
7;17;40;4
8;17;40;4
9;17;40;4
10;17;34;4
11;17;0;4
12;17;0;4
13;17;0;4
