14;2;0;287;0;333
15;2;0;287;0;333
15;2;0;3085;0;333
16;2;0;287;0;333
16;2;0;3085;0;333
17;2;0;287;0;333
17;2;0;3085;0;333
18;2;0;287;0;333
22;2;0;287;0;333
23;2;0;287;0;333
24;2;0;287;0;333
25;2;0;287;0;333
26;2;0;287;0;333
32;2;0;287;0;333
33;2;0;287;0;333
34;2;0;3085;0;333
35;2;0;3085;0;333
36;2;0;287;0;333
39;2;0;287;0;333
40;2;0;287;0;333
40;2;0;287;0;333
41;2;0;287;0;333
42;2;0;287;0;333
43;2;0;287;0;333
43;2;0;287;0;333
44;2;0;287;0;333
45;2;0;287;0;333
45;2;0;613;0;333
46;2;0;287;0;333
46;2;0;613;0;333
47;2;0;287;0;333
47;2;0;613;0;333
48;2;0;287;0;333
48;2;0;613;0;333
49;2;0;287;0;333
13;3;0;287;0;333
14;3;0;287;0;333
14;3;0;287;0;333
15;3;0;513;0;333
16;3;0;2907;0;333
17;3;0;3099;0;333
18;3;0;287;0;333
19;3;0;287;0;333
20;3;0;287;0;333
21;3;0;287;0;333
22;3;0;287;0;333
23;3;0;2039;0;333
24;3;0;3095;0;333
25;3;0;3093;0;333
26;3;0;287;0;333
27;3;0;287;0;333
28;3;0;287;0;333
31;3;0;287;0;333
32;3;0;287;0;333
33;3;0;3095;0;333
34;3;0;2907;0;333
35;3;0;220;0;333
36;3;0;287;0;333
38;3;0;287;0;333
39;3;0;287;0;333
39;3;0;287;0;333
41;3;0;287;0;333
42;3;0;287;0;333
42;3;0;287;0;333
43;3;0;287;0;333
44;3;0;287;0;333
46;3;0;287;0;333
46;3;0;613;0;333
47;3;0;3097;0;333
49;3;0;287;0;333
11;4;0;287;0;333
12;4;0;287;0;333
12;4;0;287;0;333
13;4;0;287;0;333
14;4;0;421;0;333
18;4;0;3095;0;333
19;4;0;287;0;333
19;4;0;613;0;333
20;4;0;287;0;333
20;4;0;613;0;333
20;4;0;624;0;333
21;4;0;287;0;333
21;4;0;613;0;333
22;4;0;3099;0;333
23;4;0;3101;0;333
24;4;0;2937;0;333
