22;0;0;3092;0;333
23;0;0;3085;0;333
24;0;0;3085;0;333
25;0;0;3085;0;333
26;0;0;3085;0;333
27;0;0;3085;0;333
28;0;0;3092;0;333
21;1;0;3092;0;333
22;1;0;3092;0;333
23;1;0;2039;0;333
24;1;0;1361;0;333
25;1;0;1361;0;333
26;1;0;1360;0;333
27;1;0;413;0;333
28;1;0;3092;0;333
29;1;0;3092;0;333
14;2;0;3092;0;333
15;2;0;3085;0;333
16;2;0;3085;0;333
17;2;0;3085;0;333
18;2;0;3085;0;333
19;2;0;3085;0;333
20;2;0;3085;0;333
21;2;0;3092;0;333
24;2;0;3102;0;333
29;2;0;3088;0;333
13;3;0;3092;0;333
14;3;0;3092;0;333
17;3;0;3095;0;333
18;3;0;3095;0;333
20;3;0;411;0;333
25;3;0;395;0;333
27;3;0;337;0;333
28;3;0;337;0;333
29;3;0;3088;0;333
13;4;0;3087;0;333
17;4;0;1265;0;333
18;4;0;3101;0;333
26;4;0;3101;0;333
28;4;0;415;0;333
29;4;0;3088;0;333
13;5;0;3087;0;333
27;5;0;337;0;333
28;5;0;337;0;333
29;5;0;3088;0;333
13;6;0;3087;0;333
17;6;0;3092;0;333
18;6;0;3086;0;333
19;6;0;3086;0;333
20;6;0;3086;0;333
21;6;0;3092;0;333
29;6;0;3088;0;333
13;7;0;3087;0;333
17;7;0;3088;0;333
21;7;0;3092;0;333
22;7;0;3092;0;333
28;7;0;3092;0;333
29;7;0;3092;0;333
13;8;0;3087;0;333
16;8;0;414;0;333
17;8;0;3088;0;333
22;8;0;3092;0;333
23;8;0;3086;0;333
24;8;0;3086;0;333
25;8;0;3086;0;333
26;8;0;3086;0;333
27;8;0;3086;0;333
28;8;0;3092;0;333
13;9;0;3087;0;333
16;9;0;3093;0;333
17;9;0;3088;0;333
13;10;0;3087;0;333
16;10;0;3098;0;333
17;10;0;3088;0;333
1;11;0;3092;0;333
2;11;0;3085;0;333
3;11;0;3085;0;333
4;11;0;3085;0;333
5;11;0;3085;0;333
6;11;0;3085;0;333
7;11;0;3092;0;333
12;11;0;3087;0;333
13;11;0;3092;0;333
17;11;0;3092;0;333
18;11;0;3092;0;333
0;12;0;3092;0;333
1;12;0;3092;0;333
3;12;0;3100;0;333
4;12;0;3099;0;333
5;12;0;3098;0;333
5;12;0;411;0;333
6;12;0;3097;0;333
7;12;0;3092;0;333
8;12;0;3092;0;333
11;12;0;3092;0;333
12;12;0;3092;0;333
13;12;0;395;0;333
18;12;0;3092;0;333
19;12;0;3092;0;333
0;13;0;3087;0;333
8;13;0;3092;0;333
9;13;0;3085;0;333
10;13;0;3085;0;333
11;13;0;3092;0;333
14;13;0;1265;0;333
19;13;0;3092;0;333
20;13;0;3085;0;333
21;13;0;3085;0;333
22;13;0;3085;0;333
23;13;0;3085;0;333
24;13;0;3085;0;333
25;13;0;3085;0;333
26;13;0;3092;0;333
0;14;0;3087;0;333
4;14;0;1251;0;333
5;14;0;3101;0;333
9;14;0;3095;0;333
16;14;0;1265;0;333
20;14;0;3095;0;333
21;14;0;3097;0;333
23;14;0;418;0;333
26;14;0;3092;0;333
27;14;0;3092;0;333
0;15;0;3087;0;333
6;15;0;1272;0;333
15;15;0;28;0;333
16;15;0;3101;0;333
18;15;0;1272;0;333
27;15;0;3088;0;333
0;16;0;3087;0;333
14;16;0;1272;0;333
27;16;0;3088;0;333
0;17;0;3087;0;333
8;17;0;3092;0;333
9;17;0;3086;0;333
10;17;0;3086;0;333
11;17;0;3092;0;333
17;17;0;1265;0;333
18;17;0;404;0;333
19;17;0;3092;0;333
20;17;0;3086;0;333
21;17;0;3086;0;333
22;17;0;3086;0;333
23;17;0;3092;0;333
27;17;0;3088;0;333
0;18;0;3092;0;333
1;18;0;3092;0;333
6;18;0;3102;0;333
7;18;0;3092;0;333
8;18;0;3092;0;333
11;18;0;3092;0;333
12;18;0;3092;0;333
18;18;0;3092;0;333
19;18;0;3092;0;333
23;18;0;3087;0;333
26;18;0;416;0;333
27;18;0;3088;0;333
1;19;0;3092;0;333
2;19;0;3092;0;333
5;19;0;416;0;333
6;19;0;3092;0;333
7;19;0;3092;0;333
12;19;0;3092;0;333
13;19;0;3092;0;333
17;19;0;3092;0;333
18;19;0;3092;0;333
23;19;0;3087;0;333
27;19;0;3088;0;333
2;20;0;3087;0;333
5;20;0;3100;0;333
6;20;0;3088;0;333
13;20;0;3087;0;333
16;20;0;409;0;333
17;20;0;3088;0;333
23;20;0;3087;0;333
26;20;0;3093;0;333
27;20;0;3088;0;333
1;21;0;3092;0;333
2;21;0;3092;0;333
5;21;0;3093;0;333
6;21;0;3092;0;333
7;21;0;3092;0;333
13;21;0;3087;0;333
16;21;0;3093;0;333
17;21;0;3088;0;333
22;21;0;3092;0;333
23;21;0;3092;0;333
25;21;0;1265;0;333
27;21;0;3092;0;333
28;21;0;3092;0;333
0;22;0;3092;0;333
1;22;0;3092;0;333
3;22;0;498;0;333
4;22;0;498;0;333
5;22;0;2039;0;333
7;22;0;3092;0;333
8;22;0;3092;0;333
13;22;0;3087;0;333
17;22;0;3088;0;333
21;22;0;3092;0;333
22;22;0;3092;0;333
27;22;0;405;0;333
28;22;0;3092;0;333
29;22;0;3092;0;333
0;23;0;3087;0;333
2;23;0;2039;0;333
4;23;0;2937;0;333
6;23;0;498;0;333
7;23;0;75;0;333
8;23;0;3088;0;333
13;23;0;3087;0;333
17;23;0;3092;0;333
18;23;0;3085;0;333
19;23;0;3085;0;333
20;23;0;3085;0;333
21;23;0;3092;0;333
23;23;0;1272;0;333
26;23;0;395;0;333
28;23;0;315;0;333
29;23;0;3088;0;333
0;24;0;3087;0;333
3;24;0;498;0;333
4;24;0;2038;0;333
6;24;0;2937;0;333
8;24;0;3088;0;333
13;24;0;3087;0;333
19;24;0;417;0;333
25;24;0;3102;0;333
26;24;0;3104;0;333
28;24;0;315;0;333
29;24;0;3088;0;333
0;25;0;3087;0;333
1;25;0;498;0;333
2;25;0;498;0;333
5;25;0;498;0;333
6;25;0;3101;0;333
7;25;0;2038;0;333
8;25;0;3088;0;333
13;25;0;3087;0;333
26;25;0;395;0;333
28;25;0;315;0;333
29;25;0;3088;0;333
0;26;0;3087;0;333
1;26;0;2039;0;333
8;26;0;3088;0;333
13;26;0;3092;0;333
14;26;0;3092;0;333
28;26;0;315;0;333
29;26;0;3088;0;333
0;27;0;3087;0;333
3;27;0;498;0;333
5;27;0;2937;0;333
8;27;0;3088;0;333
14;27;0;3092;0;333
15;27;0;3086;0;333
16;27;0;3086;0;333
17;27;0;3086;0;333
18;27;0;3086;0;333
19;27;0;3086;0;333
20;27;0;3086;0;333
21;27;0;3092;0;333
27;27;0;405;0;333
29;27;0;3088;0;333
0;28;0;3092;0;333
1;28;0;3092;0;333
6;28;0;408;0;333
7;28;0;3092;0;333
8;28;0;3092;0;333
21;28;0;3092;0;333
22;28;0;3092;0;333
23;28;0;315;0;333
24;28;0;315;0;333
25;28;0;315;0;333
26;28;0;315;0;333
27;28;0;315;0;333
28;28;0;3092;0;333
29;28;0;3092;0;333
1;29;0;3092;0;333
2;29;0;3086;0;333
3;29;0;3086;0;333
3;29;0;3086;0;333
4;29;0;3086;0;333
5;29;0;3086;0;333
6;29;0;3086;0;333
7;29;0;3092;0;333
22;29;0;3092;0;333
23;29;0;3086;0;333
24;29;0;3086;0;333
25;29;0;3086;0;333
26;29;0;3086;0;333
27;29;0;3086;0;333
28;29;0;3092;0;333
