L: 2
X: 81
Y: 570
W: 11
H: 16
0;0;61;0;0
1;0;61;0;0
2;0;61;0;0
3;0;61;0;0
4;0;61;0;0
5;0;61;0;0
6;0;61;0;0
7;0;61;0;0
8;0;61;0;0
9;0;61;0;0
10;0;61;0;0
0;1;61;0;0
1;1;61;0;0
2;1;61;0;0
3;1;61;0;0
4;1;61;0;0
5;1;61;0;0
6;1;61;0;0
7;1;61;0;0
8;1;61;0;0
9;1;61;0;0
10;1;61;0;0
0;2;61;0;0
1;2;61;0;0
2;2;61;0;0
3;2;61;0;0
4;2;61;0;0
5;2;61;0;0
6;2;61;0;0
7;2;61;0;0
8;2;61;0;0
9;2;61;0;0
10;2;61;0;0
0;3;61;0;0
1;3;61;0;0
2;3;61;0;0
3;3;61;0;0
4;3;61;0;0
5;3;61;0;0
6;3;61;0;0
7;3;61;0;0
8;3;61;0;0
9;3;61;0;0
10;3;61;0;0
0;4;61;0;0
1;4;61;0;0
2;4;61;0;0
3;4;61;0;0
4;4;61;0;0
5;4;61;0;0
6;4;61;0;0
7;4;61;0;0
8;4;61;0;0
9;4;61;0;0
10;4;61;0;0
0;5;61;0;0
1;5;61;0;0
2;5;61;0;0
3;5;61;0;0
4;5;61;0;0
5;5;61;0;0
6;5;61;0;0
7;5;61;0;0
8;5;61;0;0
9;5;61;0;0
10;5;61;0;0
0;6;61;0;0
1;6;61;0;0
2;6;61;0;0
3;6;61;0;0
4;6;61;0;0
5;6;61;0;0
6;6;61;0;0
7;6;61;0;0
8;6;61;0;0
9;6;61;0;0
10;6;61;0;0
0;7;61;0;0
1;7;61;0;0
2;7;61;0;0
3;7;61;0;0
4;7;61;0;0
5;7;61;0;0
6;7;61;0;0
7;7;61;0;0
8;7;61;0;0
9;7;61;0;0
10;7;61;0;0
0;8;61;0;0
1;8;61;0;0
2;8;61;0;0
3;8;61;0;0
4;8;61;0;0
5;8;61;0;0
6;8;61;0;0
7;8;61;0;0
8;8;61;0;0
9;8;61;0;0
10;8;61;0;0
0;9;61;0;0
1;9;61;0;0
2;9;61;0;0
3;9;61;0;0
4;9;61;0;0
5;9;61;0;0
6;9;61;0;0
7;9;61;0;0
8;9;61;0;0
9;9;61;0;0
10;9;61;0;0
0;10;61;0;0
1;10;61;0;0
2;10;61;0;0
3;10;61;0;0
4;10;61;0;0
5;10;61;0;0
6;10;61;0;0
7;10;61;0;0
8;10;61;0;0
9;10;61;0;0
10;10;61;0;0
0;11;61;0;0
1;11;61;0;0
2;11;61;0;0
3;11;61;0;0
4;11;61;0;0
5;11;61;0;0
6;11;61;0;0
7;11;61;0;0
8;11;61;0;0
9;11;61;0;0
10;11;61;0;0
0;12;43;0;0
1;12;43;0;0
2;12;43;0;0
3;12;43;0;0
4;12;61;0;0
5;12;61;0;0
6;12;61;0;0
7;12;61;0;0
8;12;61;0;0
9;12;61;0;0
10;12;61;0;0
0;13;0;0;0
1;13;0;0;0
2;13;0;0;0
3;13;0;0;0
4;13;61;0;0
5;13;61;0;0
6;13;61;0;0
7;13;61;0;0
8;13;61;0;0
9;13;61;0;0
10;13;61;0;0
0;14;0;0;0
1;14;0;0;0
2;14;0;0;0
3;14;0;0;0
4;14;61;0;0
5;14;61;0;0
6;14;61;0;0
7;14;61;0;0
8;14;61;0;0
9;14;61;0;0
10;14;61;0;0
0;15;0;0;0
1;15;0;0;0
2;15;0;0;0
3;15;0;0;0
4;15;61;0;0
5;15;61;0;0
6;15;61;0;0
7;15;61;0;0
8;15;61;0;0
9;15;61;0;0
10;15;61;0;0
